time,value
"2020-01-07T03:30:00.000Z",0
"2020-01-07T03:45:00.000Z",0
"2020-01-07T04:00:00.000Z",0
"2020-01-07T04:15:00.000Z",0
"2020-01-07T04:30:00.000Z",0
"2020-01-07T04:45:00.000Z",0
"2020-01-07T05:00:00.000Z",0
"2020-01-07T05:15:00.000Z",0
"2020-01-07T05:30:00.000Z",0
"2020-01-07T05:45:00.000Z",0
"2020-01-07T06:00:00.000Z",0
"2020-01-07T06:15:00.000Z",0
"2020-01-07T06:30:00.000Z",0
"2020-01-07T06:45:00.000Z",0
"2020-01-07T07:00:00.000Z",0
"2020-01-07T07:15:00.000Z",12.7218
"2020-01-07T07:30:00.000Z",7.4576
"2020-01-07T07:45:00.000Z",21.9342
"2020-01-07T08:00:00.000Z",35.5333
"2020-01-07T08:15:00.000Z",32.4625
"2020-01-07T08:30:00.000Z",49.5712
"2020-01-07T08:45:00.000Z",77.6469
"2020-01-07T09:00:00.000Z",88.1753
"2020-01-07T09:15:00.000Z",108.3547
"2020-01-07T09:30:00.000Z",128.0955
"2020-01-07T09:45:00.000Z",95.1942
"2020-01-07T10:00:00.000Z",160.9967
"2020-01-07T10:15:00.000Z",147.3975
"2020-01-07T10:30:00.000Z",154.4164
"2020-01-07T10:45:00.000Z",181.1761
"2020-01-07T11:00:00.000Z",156.6099
"2020-01-07T11:15:00.000Z",207.4971
"2020-01-07T11:30:00.000Z",232.502
"2020-01-07T11:45:00.000Z",187.7564
"2020-01-07T12:00:00.000Z",170.209
"2020-01-07T12:15:00.000Z",194.3366
"2020-01-07T12:30:00.000Z",135.9918
"2020-01-07T12:45:00.000Z",178.9827
"2020-01-07T13:00:00.000Z",142.572
"2020-01-07T13:15:00.000Z",193.8979
"2020-01-07T13:30:00.000Z",166.2609
"2020-01-07T13:45:00.000Z",140.8173
"2020-01-07T14:00:00.000Z",189.5111
"2020-01-07T14:15:00.000Z",120.6378
"2020-01-07T14:30:00.000Z",114.935
"2020-01-07T14:45:00.000Z",107.4774
"2020-01-07T15:00:00.000Z",93.8782
"2020-01-07T15:15:00.000Z",101.7745
"2020-01-07T15:30:00.000Z",61.8543
"2020-01-07T15:45:00.000Z",60.0996
"2020-01-07T16:00:00.000Z",49.1325
"2020-01-07T16:15:00.000Z",27.637
"2020-01-07T16:30:00.000Z",33.7786
"2020-01-07T16:45:00.000Z",17.1086
"2020-01-07T17:00:00.000Z",2.6321
"2020-01-07T17:15:00.000Z",0
"2020-01-07T17:30:00.000Z",0
"2020-01-07T17:45:00.000Z",0
"2020-01-07T18:00:00.000Z",0
"2020-01-07T18:15:00.000Z",0
"2020-01-07T18:30:00.000Z",0
"2020-01-07T18:45:00.000Z",0
"2020-01-07T19:00:00.000Z",0
"2020-01-07T19:15:00.000Z",0
"2020-01-07T19:30:00.000Z",0
"2020-01-07T19:45:00.000Z",0
"2020-01-07T20:00:00.000Z",0
"2020-01-07T20:15:00.000Z",0
